"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"huntingBout.nlogo"
"experiment-scenarios"
"04/29/2025 21:28:41:168 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","199","0","199"
"[run number]","par_obstacle-damage","par_hunters_reactiontime_max","par_preys_fov","par_track-pregeneration-period","par_preys_safe-distance","par_init-obstacle-scale","par_track-mark-probability","par_preys_cooldowntime_min","par_preys_height_max","par_hunters_speed_stealth","par_init-obstacle-diffuse-times","par_hunters_speed_max","par_hunters_tte_max","par_num-hunters","par_hunters_fov","par_num-planned-waypoints","par_init-obstacle-frequency","par_preys_speed_max","par_preys_tte_max","par_preys_visualacuity_mean","par_preys_visualacuity_sd","par_attractiveness-diffuse-times","par_hunters_hearing_radius","par_hunters_cooldowntime_max","par_fires-radius","par_hunters_height_max","par_preys_group_max_size","par_hunters_reactiontime_min","par_hunters_speed_min","display-mode","par_fires-number","par_hunters_tte_min","display-waypoints","par_preys_tte_min","agent-scale","par_preys_reactiontime_max","par_preys_height_min","par_hunters_visualacuity_sd","par_hunters_height_min","par_starting-point-buffer-distance","par_hunters_speed_avmax","scenario-environment","par_preys_speed_min","par_num-preys","par_hunters_cooldowntime_min","par_prey-attractor-probability","par_preys_reactiontime_min","par_attractiveness-diffuse-rate","par_wind-direction","par_hunters_height_stealth","par_preys_hearing_radius","SEED","print-messages","par_hunters_visualacuity_mean","par_preys_speed_avmax","par_max-shooting-distance","par_wind-speed","par_preys_cooldowntime_max","par_init-obstacle-diffuse-rate","waypoints-to-prey-attractors","[step]","patch-width","max-perception-distance","track-maximum","good-daylight-duration","starting-point","wind-spread-angle","starting-point-buffer-distance","obstacle-damage","track-mark-probability","track-pregeneration-period","wind-speed","wind-direction","num-hunters","num-planned-waypoints","hunters_height_stealth","hunters_height_min","hunters_height_max","hunters_visualacuity_mean","hunters_visualacuity_sd","hunters_speed_stealth","hunters_speed_min","hunters_speed_max","hunters_speed_avmax","hunters_tte_min","hunters_tte_max","hunters_reactiontime_min","hunters_reactiontime_max","hunters_cooldowntime_min","hunters_cooldowntime_max","max-shooting-distance","hunters_hearing_radius","hunters_fov","num-preys","preys_group_max_size","preys_safe-distance","preys_height_min","preys_height_max","preys_visualacuity_mean","preys_visualacuity_sd","preys_speed_min","preys_speed_max","preys_speed_avmax","preys_tte_min","preys_tte_max","preys_reactiontime_min","preys_reactiontime_max","preys_cooldowntime_min","preys_cooldowntime_max","preys_hearing_radius","preys_fov","init-obstacle-scale","init-obstacle-frequency","init-obstacle-diffuse-times","init-obstacle-diffuse-rate","prey-attractor-probability","attractiveness-diffuse-times","attractiveness-diffuse-rate","fires-number","fires-radius","attractiveness-to-prey-max","planned-waypoints","visited-waypoints","discarded-waypoints","hunter-prey-detections","prey-hunter-detections","sneaks","pursues","shots","was-bout-successful","is-bout-finished","hunter-who-shot","prey-who-got-shot"
"55","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","7","false","65","30","50","20","600","0.3","false","520","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","8.580467432131273","{patches [100 100]}","[]","{patches [118 196] [189 184] [154 142] [16 79] [138 55]}","8","459","50","175","3","true","false"," (hunter 11)"," (prey 8)"
"56","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","7","false","65","30","50","20","600","0.3","true","513","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","8.580467432131273","{patches [100 100]}","[]","{patches [89 83] [95 86] [93 196] [154 3] [191 172]}","12","467","37","173","4","true","false"," (hunter 11)"," (prey 3)"
"51","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","5","false","65","30","50","20","600","0.3","false","17901","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","19.885891688683337","{patches [100 100]}","[{patch 191 76}]","{patches [142 101] [198 91] [20 57] [2 43]}","524","3626","25007","3248","6","true","false"," (hunter 10)"," (prey 0)"
"57","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","8","false","65","30","50","20","600","0.3","false","29019","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","9.576563390909437","{patches [100 100]}","[{patch 73 17} {patch 97 67} {patch 143 101} {patch 22 40} {patch 100 100}]","[]","531","5890","17424","9533","0","false","true","",""
"58","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","8","false","65","30","50","20","600","0.3","true","26827","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","9.576563390909437","{patches [100 100]}","[]","{patches [198 63] [1 85] [170 135] [174 133] [56 186]}","677","8505","24144","6754","23","true","false"," (hunter 10)"," (prey 4)"
"59","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","9","false","65","30","50","20","600","0.3","false","34951","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","10.7397740360716","{patches [100 100]}","[{patch 46 100} {patch 54 80} {patch 173 121} {patch 174 162} {patch 100 100}]","[]","272","5425","13356","3939","17","false","true","",""
"61","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","0","false","65","30","50","20","600","0.3","false","459","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [30 188] [48 80] [150 37] [31 33] [124 26]}","9","256","225","387","20","true","false"," (hunter 11)"," (prey 4)"
"62","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","0","false","65","30","50","20","600","0.3","true","1031","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [21 52] [48 195] [191 110] [153 125] [8 79]}","26","514","1085","558","6","true","false"," (hunter 11)"," (prey 4)"
"60","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry and no fires","5","10","50","49","1","0.3","0","50","300","9","false","65","30","50","20","600","0.3","true","30396","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","0","0","10.7397740360716","{patches [100 100]}","[{patch 57 116} {patch 175 179} {patch 175 178} {patch 176 178} {patch 176 177} {patch 100 100}]","[]","215","3733","10464","4053","0","false","true","",""
"63","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","1","false","65","30","50","20","600","0.3","false","4842","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [134 187] [109 172] [148 154] [87 91] [89 64]}","109","3202","4008","3592","17","true","false"," (hunter 11)"," (prey 2)"
"65","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","2","false","65","30","50","20","600","0.3","false","1757","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [26 189] [96 157] [161 106] [163 101] [109 41]}","11","8","3372","10","24","true","false"," (hunter 11)"," (prey 4)"
"24","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet and no fires","5","10","50","49","1","0.3","0","50","300","1","false","65","30","50","20","600","0.3","true","32582","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","0","0","66.18135260581657","{patches [100 100]}","[{patch 132 81} {patch 100 100}]","[]","338","9568","28465","11042","0","false","true","",""
"64","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","1","false","65","30","50","20","600","0.3","true","15241","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[{patch 12 44} {patch 38 170} {patch 159 13}]","{patches [48 74] [192 195]}","328","4531","11515","4578","1","true","false"," (hunter 11)"," (prey 4)"
"68","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","3","false","65","30","50","20","600","0.3","true","1069","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [21 45] [154 21] [3 120] [73 41] [136 141]}","28","226","1172","251","23","true","false"," (hunter 10)"," (prey 4)"
"69","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","4","false","65","30","50","20","600","0.3","false","1945","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [124 155] [169 74] [129 43] [129 39] [32 13]}","38","127","2898","100","12","true","false"," (hunter 10)"," (prey 8)"
"70","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","4","false","65","30","50","20","600","0.3","true","2068","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [73 124] [125 24] [9 41] [173 189] [20 99]}","42","88","3237","78","17","true","false"," (hunter 10)"," (prey 8)"
"71","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","5","false","65","30","50","20","600","0.3","false","4105","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [185 117] [35 98] [72 98] [121 98] [132 39]}","6","1134","5173","35","1","true","false"," (hunter 10)"," (prey 0)"
"72","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","5","false","65","30","50","20","600","0.3","true","3725","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [148 62] [194 36] [92 132] [175 30] [151 61]}","37","534","3936","42","13","true","false"," (hunter 10)"," (prey 3)"
"67","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","3","false","65","30","50","20","600","0.3","false","4543","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [114 167] [42 151] [29 150] [179 147] [145 75]}","205","2489","6275","952","44","true","false"," (hunter 11)"," (prey 4)"
"74","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","6","false","65","30","50","20","600","0.3","true","32701","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[{patch 132 36} {patch 195 114} {patch 194 116} {patch 28 187} {patch 127 190} {patch 100 100}]","[]","333","8233","19393","7196","0","false","true","",""
"75","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","7","false","65","30","50","20","600","0.3","false","31907","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[{patch 148 85} {patch 127 145} {patch 44 131} {patch 16 69} {patch 59 37} {patch 100 100}]","[]","104","538","5919","630","0","false","true","",""
"76","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","7","false","65","30","50","20","600","0.3","true","32034","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[{patch 102 94} {patch 144 107} {patch 140 73} {patch 179 8} {patch 31 133} {patch 100 100}]","[]","97","690","4355","1439","0","false","true","",""
"77","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","8","false","65","30","50","20","600","0.3","false","1759","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [106 179] [12 150] [134 107] [62 75] [148 8]}","9","20","2557","65","2","true","false"," (hunter 10)"," (prey 3)"
"78","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","8","false","65","30","50","20","600","0.3","true","1802","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [156 96] [192 10] [127 116] [124 146] [127 119]}","11","17","2498","47","6","true","false"," (hunter 10)"," (prey 3)"
"79","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","9","false","65","30","50","20","600","0.3","false","44705","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[{patch 141 1} {patch 126 30} {patch 100 100}]","[]","531","4274","45673","4658","0","false","true","",""
"80","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","wet with fires","5","10","50","49","1","0.3","0","50","300","9","false","65","30","50","20","600","0.3","true","5622","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","10","10","5","0.3","20","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [139 47] [63 170] [133 19] [48 72] [62 168]}","71","199","10143","434","30","true","false"," (hunter 10)"," (prey 4)"
"81","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry with fires","5","10","50","49","1","0.3","0","50","300","0","false","65","30","50","20","600","0.3","false","1295","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [35 121] [112 92] [131 71] [90 16] [80 13]}","20","185","1600","139","3","true","false"," (hunter 11)"," (prey 8)"
"82","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry with fires","5","10","50","49","1","0.3","0","50","300","0","false","65","30","50","20","600","0.3","true","1082","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [49 88] [120 122] [139 44] [106 137] [96 134]}","18","98","1269","132","1","true","false"," (hunter 11)"," (prey 8)"
"83","0.01","500","300","7","500","5","0.1","1","100","50","5","50","600","2","200","5","5","75","100","33","20","10","50","800","3","500","5","1","5","attractiveness-to-prey","5","5","true","6","1.5","100","1","15","1.5","1.5","50","dry with fires","5","10","50","49","1","0.3","0","50","300","1","false","65","30","50","20","600","0.3","false","1953","50","100","5","28800","{patch 100 100}","30","1.5","0.01","0.1","7","0.1111111111111111","0","2","5","50","1.5","500","65","15","0.013888888888888888","0.027777777777777776","0.2777777777777778","0.2777777777777778","5","600","1","500","50","800","1","1","200","10","5","10","1","100","33","20","0.027777777777777776","0.41666666666666674","0.16666666666666669","6","100","1","100","1","600","6","300","2","5","5","0.3","0.1","10","0.3","20","100","100","{patches [100 100]}","[]","{patches [196 140] [91 105] [126 94] [141 55] [44 24]}","76","91","2834","161","1","true","false"," (hunter 10)"," (prey 1)"
