hunter,tick,x,y,mode
11, 23052, 160.10640805508072, 160.10640805508072, 'SEARCH'
11, 23053, 160.08244200067963, 160.08244200067963, 'SEARCH'
11, 23054, 160.05469381823067, 160.05469381823067, 'SEARCH'
11, 23055, 160.03822791711121, 160.03822791711121, 'SEARCH'
11, 23056, 160.0299332862474, 160.0299332862474, 'SEARCH'
11, 23057, 160.01049873348205, 160.01049873348205, 'SEARCH'
11, 23058, 159.98466879271405, 159.98466879271405, 'SEARCH'
11, 23059, 159.98156110322634, 159.98156110322634, 'SEARCH'
11, 23060, 159.953810842847, 159.953810842847, 'SEARCH'
11, 23061, 159.92778344736206, 159.92778344736206, 'SEARCH'
11, 23062, 159.92654146348235, 159.92654146348235, 'SEARCH'
11, 23063, 159.92048709244818, 159.92048709244818, 'SEARCH'
11, 23064, 159.89300622250636, 159.89300622250636, 'SEARCH'
11, 23065, 159.86525750954078, 159.86525750954078, 'SEARCH'
11, 23066, 159.85110821251828, 159.85110821251828, 'SEARCH'
11, 23067, 159.83821911473856, 159.83821911473856, 'SEARCH'
11, 23068, 159.83886365971856, 159.83886365971856, 'SEARCH'
11, 23069, 159.81647768895456, 159.81647768895456, 'SEARCH'
11, 23070, 159.79136134953401, 159.79136134953401, 'SEARCH'
11, 23071, 159.7970073536841, 159.7970073536841, 'SEARCH'
11, 23072, 159.78452579131917, 159.78452579131917, 'SEARCH'
11, 23073, 159.75950128092873, 159.75950128092873, 'SEARCH'
11, 23074, 159.7494182837895, 159.7494182837895, 'SEARCH'
11, 23075, 159.74237304782997, 159.74237304782997, 'SEARCH'
11, 23076, 159.7341211885676, 159.7341211885676, 'SEARCH'
11, 23077, 159.7067400350779, 159.7067400350779, 'SEARCH'
11, 23078, 159.71045781013063, 159.71045781013063, 'SEARCH'
11, 23079, 159.68495212478447, 159.68495212478447, 'SEARCH'
11, 23080, 159.66875151041046, 159.66875151041046, 'SEARCH'
11, 23081, 159.64106714952734, 159.64106714952734, 'SEARCH'
11, 23082, 159.6312482785989, 159.6312482785989, 'SEARCH'
11, 23083, 159.62751402349852, 159.62751402349852, 'SEARCH'
11, 23084, 159.6041524603281, 159.6041524603281, 'SEARCH'
11, 23085, 159.57728882875057, 159.57728882875057, 'SEARCH'
11, 23086, 159.5551819787936, 159.5551819787936, 'SEARCH'
11, 23087, 159.5528802469657, 159.5528802469657, 'SEARCH'
11, 23088, 159.5515331173558, 159.5515331173558, 'SEARCH'
11, 23089, 159.52403889354812, 159.52403889354812, 'SEARCH'
11, 23090, 159.49933014611904, 159.49933014611904, 'SEARCH'
11, 23091, 159.4784212786545, 159.4784212786545, 'SEARCH'
11, 23092, 159.45440251830118, 159.45440251830118, 'SEARCH'
11, 23093, 159.45108417629692, 159.45108417629692, 'SEARCH'
11, 23094, 159.4257301239825, 159.4257301239825, 'SEARCH'
11, 23095, 159.40074252450594, 159.40074252450594, 'SEARCH'
11, 23096, 159.37774329951333, 159.37774329951333, 'SEARCH'
11, 23097, 159.35077986032317, 159.35077986032317, 'SEARCH'
11, 23098, 159.3232789565875, 159.3232789565875, 'SEARCH'
11, 23099, 159.32081431766713, 159.32081431766713, 'SEARCH'
11, 23100, 159.29703330460248, 159.29703330460248, 'SEARCH'
11, 23101, 159.26953271466311, 159.26953271466311, 'SEARCH'
11, 23102, 159.26706585976422, 159.26706585976422, 'SEARCH'
11, 23103, 159.26182335659175, 159.26182335659175, 'SEARCH'
11, 23104, 159.26660169410013, 159.26660169410013, 'SEARCH'
11, 23105, 159.2727929918635, 159.2727929918635, 'SEARCH'
11, 23106, 159.26011831792275, 159.26011831792275, 'SEARCH'
11, 23107, 159.26100511003892, 159.26100511003892, 'SEARCH'
11, 23108, 159.23765675347235, 159.23765675347235, 'SEARCH'
11, 23109, 159.2287094466601, 159.2287094466601, 'SEARCH'
11, 23110, 159.20211950066232, 159.20211950066232, 'SEARCH'
11, 23111, 159.1920791503235, 159.1920791503235, 'SEARCH'
11, 23112, 159.18688055021016, 159.18688055021016, 'SEARCH'
11, 23113, 159.1640744844613, 159.1640744844613, 'SEARCH'
